set,perturbation,delta_to_healthy,improvement_toward_healthy,wasserstein_before,wasserstein_after,knn_overlap_gain,silhouette_before,silhouette_after,delta_from_healthy
ALS_perts,TARDBP_up_mild,-0.005719661712646484,0.005719661712646484,2.2213240838050843,2.2197975846529006,0.00025951195342499653,0.08017674088478088,0.08001531660556793,
ALS_perts,C9orf72_down,-0.00017976760864257812,0.00017976760864257812,2.2213240838050843,2.2210815633535383,2.1677195590238778e-05,0.08017674088478088,0.0801951214671135,
